Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code,Supplier Type
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",13/05/2021,R & D Economic Consultancy And Research,"Trade, Europe And Analysis - Analysis Directorate",Nnfcc Ltd,393416,995,Energy Satistics Research And Analysis-r & D Economic Consultancy And Research,YO10 5NY,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",12/05/2021,Stationery,Energy Transformation And Clean Growth - Clean Heat,"Personal Expense, Name Withheld",393287,194.85,Mf Devolved Admin-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",18/05/2021,Stationery,Energy Transformation And Clean Growth - Clean Heat,"Personal Expense, Name Withheld",393906,147.98,Mf Devolved Admin-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",14/05/2021,Stationery,Business Sectors - Infrastructure And Materials,"Personal Expense, Name Withheld",393562,27.72,Cyber Security - Bio Chemicals-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",18/05/2021,Stationery,Business Sectors - Infrastructure And Materials,"Personal Expense, Name Withheld",393900,115,Mf Devolved Admin-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",19/05/2021,Professional Subscriptions,Business Sectors - Infrastructure And Materials,"Personal Expense, Name Withheld",394120,248.9,Mf Devolved Admin-professional Subscriptions,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",04/05/2021,Ppm Consultancy,Business Sectors - Advanced Manufacturing,Pricewaterhousecoopers Llp,391855,23691,Mf Devolved Admin-ppm Consultancy,WC2N 6RH,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",06/05/2021,Sponsorship Support,Business Sectors - Advanced Manufacturing,Construction Industry Research And Information Association,392135,12000,R&C Sponsorship-sponsorship Support,EC1A 9PN,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",27/05/2021,Mileage Allowance Uk,Business Sectors - Advanced Manufacturing,"Personal Expense, Name Withheld",395098,142.29,Mf Devolved Admin-mileage Allowance Uk,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",05/05/2021,Stationery,Business Sectors - Advanced Manufacturing,"Personal Expense, Name Withheld",392028,9.99,Mf Devolved Admin-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",12/05/2021,Stationery,Business Sectors - Advanced Manufacturing,"Personal Expense, Name Withheld",393278,229.58,Mf Devolved Admin-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",21/05/2021,R & D Current Grants To Private Sector - Npish,Business Sectors - Advanced Manufacturing,Advanced Propulsion Centre Uk Ltd,394477,233253.37,Automotive:Advanced Propulsion Centre-r & D Current Grants To Private Sector - Npish,CV4 7AL,GRANT
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",26/05/2021,R & D Current Grants To Private Sector - Npish,Business Sectors - Advanced Manufacturing,Loughborough University,394884,61484.8,Automotive:Advanced Propulsion Centre-r & D Current Grants To Private Sector - Npish,LE11 3TU,GRANT
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",27/05/2021,R & D Current Grants To Private Sector - Npish,Business Sectors - Advanced Manufacturing,Advanced Propulsion Centre Uk Ltd,395017,266666.7,Automotive: Advanced Propulsion Centre-r & D Current Grants To Private Sector - Npish,CV4 7AL,GRANT
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",28/05/2021,R & D Current Grants To Private Sector - Npish,Business Sectors - Advanced Manufacturing,Advanced Propulsion Centre Uk Ltd,395229,18906.25,Automotive:Advanced Propulsion Centre-r & D Current Grants To Private Sector - Npish,CV4 7AL,GRANT
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",28/05/2021,R & D Current Grants To Private Sector - Npish,Business Sectors - Advanced Manufacturing,Advanced Propulsion Centre Uk Ltd,395230,81104.64,Automotive:Advanced Propulsion Centre-r & D Current Grants To Private Sector - Npish,CV4 7AL,GRANT
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",05/05/2021,International Subscriptions,Business Sectors - Advanced Manufacturing,Lnrs Data Services Ltd,391962,6531.6,Ali: Aerospace Market Analysis And Private Sector Advice-international Subscriptions,SM2 5AS,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",13/05/2021,R & D Current Grants To Private Sector - Npish,Business Sectors - Advanced Manufacturing,Aerospace Technology Institute,392293,714254,Aerospace Technology Institute-r & D Current Grants To Private Sector - Npish,MK43 0TR,GRANT
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",26/05/2021,R & D Current Grants To Private Sector - Npish,Business Sectors - Advanced Manufacturing,Aerospace Technology Institute,394512,634903,Aerospace Technology Institute-r & D Current Grants To Private Sector - Npish,MK43 0TR,GRANT
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",27/05/2021,Misc. Non Procurement Spend,Business Sectors - Advanced Manufacturing,Department For International Trade,395145,34802.84,Mf Devolved Admin-misc Non Procurement Spend,NP10 8QQ,WGA ONLY
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",04/05/2021,Current Grants To Private Sector - Npish,Business Sectors - Advanced Manufacturing,Greater Manchester Combined Authority,391103,287183,Made Smarter Nw Pilot-current Grants To Private Sector - Npish,M60 2LA,WGA ONLY
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",26/05/2021,Current Grants To Private Sector - Npish,Business Sectors - Advanced Manufacturing,Greater Manchester Combined Authority,394911,236692,Made Smarter Nw Pilot-current Grants To Private Sector - Npish,M60 2LA,WGA ONLY
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",11/05/2021,Uk Subscriptions,Business Sectors - Infrastructure And Materials,Issb Ltd,393104,270,Materials: Sponsorship-uk Subscriptions,CR0 2BX,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",11/05/2021,Uk Subscriptions,Business Sectors - Infrastructure And Materials,Issb Ltd,393108,900,Materials: Sponsorship-uk Subscriptions,CR0 2BX,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",13/05/2021,Financial Advice And Services,Business Sectors - Infrastructure And Materials,Deloitte Llp,393441,160418,Materials: Sponsorship-financial Advice And Services,MK9 1FD,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",21/05/2021,External Legal Advice And Service,Business Sectors - Infrastructure And Materials,Hogan Lovells International Llp,393442,-10000,Materials: Sponsorship-external Legal Advice And Service,EC1A 2FG,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",21/05/2021,External Legal Advice And Service,Business Sectors - Infrastructure And Materials,Hogan Lovells International Llp,393442,10372,Materials: Sponsorship-external Legal Advice And Service,EC1A 2FG,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",21/05/2021,External Legal Advice And Service,Business Sectors - Infrastructure And Materials,Hogan Lovells International Llp,393442,25437.24,Materials: Sponsorship-external Legal Advice And Service,EC1A 2FG,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",26/05/2021,R & D Current Grants To Private Sector - Npish,Business Sectors - Advanced Manufacturing,Zenzic-uk Ltd,390986,100000,Automotive: Ccav The Meridian Hub-r & D Current Grants To Private Sector - Npish,CV4 7AL,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",26/05/2021,R & D Current Grants To Private Sector - Npish,Business Sectors - Advanced Manufacturing,Zenzic-uk Ltd,391422,-62780,Automotive : C-cav Test Bed-r & D Current Grants To Private Sector - Npish,CV4 7AL,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",26/05/2021,R & D Current Grants To Private Sector - Npish,Business Sectors - Advanced Manufacturing,Zenzic-uk Ltd,391422,125540,Automotive : C-cav Test Bed-r & D Current Grants To Private Sector - Npish,CV4 7AL,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",26/05/2021,R & D Current Grants To Private Sector - Npish,Business Sectors - Advanced Manufacturing,Zenzic-uk Ltd,391424,166850,Automotive: Ccav The Meridian Hub-r & D Current Grants To Private Sector - Npish,CV4 7AL,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",26/05/2021,R & D Current Grants To Private Sector - Npish,Business Sectors - Advanced Manufacturing,Zenzic-uk Ltd,392200,348317.56,Automotive : C-cav Test Bed-r & D Current Grants To Private Sector - Npish,CV4 7AL,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",26/05/2021,R & D Current Grants To Private Sector - Npish,Business Sectors - Advanced Manufacturing,Zenzic-uk Ltd,394479,37400,Automotive : C-cav Test Bed-r & D Current Grants To Private Sector - Npish,CV4 7AL,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",13/05/2021,Stationery,Business Sectors - Infrastructure And Materials,"Personal Expense, Name Withheld",393394,98.39,Mf Devolved Admin-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",24/05/2021,Professional Subscriptions,Business Sectors - Infrastructure And Materials,Datacamp Inc,394195,-2163,Mf Devolved Admin-professional Subscriptions,10118,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",24/05/2021,Professional Subscriptions,Business Sectors - Infrastructure And Materials,Datacamp Inc,394195,4326,Mf Devolved Admin-professional Subscriptions,10118,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",26/05/2021,Stationery,Business Sectors - Office For Life Sciences,"Personal Expense, Name Withheld",394945,200.03,Mf Devolved Admin-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",07/05/2021,Stationery,"Business Sectors - Professional Business Services, Retail And Post","Personal Expense, Name Withheld",392488,111.98,Mf Devolved Admin-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",07/05/2021,Recruitment Advice And Services,"Industrial Strategy, Science And Innovation - Industrial Strategy",Bank Of England,392332,9840.22,Industrial Strategy - Is Council-recruitment Advice And Services,EC2R 8AH,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",07/05/2021,Recruitment Advice And Services,"Industrial Strategy, Science And Innovation - Industrial Strategy",Bank Of England,392333,7791.35,Industrial Strategy - Is Council-recruitment Advice And Services,EC2R 8AH,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",12/05/2021,Strategy Consultancy,"Industrial Strategy, Science And Innovation - Industrial Strategy",Frontier Economics Ltd,393312,35000,Industrial Strategy - Is Council-strategy Consultancy,WC1V 6DA,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",27/05/2021,Recruitment Advice And Services,"Industrial Strategy, Science And Innovation - Industrial Strategy",Bank Of England,395149,7493.66,Industrial Strategy - Is Council-recruitment Advice And Services,EC2R 8AH,VENDOR
