Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code,Supplier Type
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",30/04/2021,Stationery,Market Frameworks - Consumer And Competition Policy,"Personal Expense, Name Withheld",391768,24.95,Mf Devolved Admin-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",08/04/2021,Current Grants To Private Sector - Npish,Market Frameworks - Consumer And Competition Policy,Trading Standards Institute (Tsi),389353,25500,Adr Directive-current Grants To Private Sector - Npish,SS15 6TH,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",09/04/2021,Economic Consultancy & Research,Market Frameworks - Consumer And Competition Policy,Icebreaker One Ltd,389522,9000,Mf Devolved Admin-economic Consultancy & Research,E1W 1NG,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",09/04/2021,Finance & Accounting Advice,Market Frameworks - Consumer And Competition Policy,Mazars Llp,389570,50000,Ccp: Travel Bonding Scheme-finance & Accounting Advice,LS1 4AP,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",14/04/2021,Stationery,Market Frameworks - Consumer And Competition Policy,"Personal Expense, Name Withheld",390114,63.35,Mf Devolved Admin-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",15/04/2021,Consultancy Expenditure,Market Frameworks - Consumer And Competition Policy,Government Actuarys Department,390240,3190.06,Mf Devolved Admin-consultancy Expenditure,EC1A 1AB,WGA ONLY
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",16/04/2021,Current Grants To Private Sector - Npish,Market Frameworks - Consumer And Competition Policy,Convention Of Scottish Local Authorites (Cosla),390325,327158,Convesntion Of Scottish Local Authorities-current Grants To Private Sector - Npish,EH12 5BH,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",20/04/2021,Current Grants To Private Sector - Npish,Market Frameworks - Consumer And Competition Policy,Citizens Advice Bureau,390638,505230,"Consumer Advocacy For Energy, Post And Cross-sector Including Ehu-current Grants To Private Sector - Npish",N1 9LZ,GRANT
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",20/04/2021,Current Grants To Private Sector - Npish,Market Frameworks - Consumer And Competition Policy,Citizens Advice Bureau,390638,795334,Citizens Advice Consumer Helpline-current Grants To Private Sector - Npish,N1 9LZ,GRANT
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",20/04/2021,Current Grants To Private Sector - Npish,Market Frameworks - Consumer And Competition Policy,Citizens Advice Bureau,390638,1860334,Citizens Advice Core Grant-current Grants To Private Sector - Npish,N1 9LZ,GRANT
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",21/04/2021,Current Grants To Private Sector - Npish,Market Frameworks - Consumer And Competition Policy,The Consumer Council For Northern Ireland (The Consumer Council),390899,26973,"Consumer Advocacy For Energy, Post And Cross-sector Including Ehu-current Grants To Private Sector - Npish",BT4 1NY,GRANT
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",27/04/2021,Current Grants To Private Sector - Npish,Market Frameworks - Consumer And Competition Policy,Trading Standards Institute (Tsi),391281,113298.45,Ctsi: Business Education-current Grants To Private Sector - Npish,SS15 6TH,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",27/04/2021,Current Grants To Private Sector - Npish,Market Frameworks - Consumer And Competition Policy,Trading Standards Institute (Tsi),391282,228244.64,Eu Exit: Trading Standards Prog-current Grants To Private Sector - Npish,SS15 6TH,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",28/04/2021,Current Grants To Private Sector - Npish,Market Frameworks - Consumer And Competition Policy,Scottish Association Citizens Advice Bureaux,391437,54691,"Consumer Advocacy For Energy, Post And Cross-sector Including Ehu-current Grants To Private Sector - Npish",EH7 4GB,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",30/04/2021,Current Grants To Private Sector - Npish,Market Frameworks - Consumer And Competition Policy,Trading Standards Institute (Tsi),391730,182047.06,European Consumer Centre: Network-current Grants To Private Sector - Npish,SS15 6TH,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",30/04/2021,Current Grants To Private Sector - Npish,Market Frameworks - Consumer And Competition Policy,Trading Standards Institute (Tsi),391732,2000,European Consumer Centre: Network-current Grants To Private Sector - Npish,SS15 6TH,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",19/04/2021,Consultancy Expenditure,"Trade, Europe And Analysis - Trade And Investment Negotiations Goods",Alexander Mann Solutions Ltd,389886,3528.29,Eu Exit Core Beis Staff: Eu Exit Programme Adm-consultancy Expenditure,EC2N 3AQ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",23/04/2021,Consultancy Expenditure,"Trade, Europe And Analysis - Trade And Investment Negotiations Goods",Alexander Mann Solutions Ltd,390571,1725.07,Eu Exit Core Beis Staff: Eu Exit Programme Adm-consultancy Expenditure,EC2N 3AQ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",22/04/2021,Consultancy Expenditure,"Trade, Europe And Analysis - Trade And Investment Negotiations Goods",Alexander Mann Solutions Ltd,390582,-1470.12,Eu Exit Core Beis Staff: Eu Exit Programme Adm-consultancy Expenditure,EC2N 3AQ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",22/04/2021,Consultancy Expenditure,"Trade, Europe And Analysis - Trade And Investment Negotiations Goods",Alexander Mann Solutions Ltd,390582,3675.3,Eu Exit Core Beis Staff: Eu Exit Programme Adm-consultancy Expenditure,EC2N 3AQ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",01/04/2021,Courier Services,Market Frameworks - Consumer And Competition Policy,Fcdo Services,388751,-188.08,Eu Exit Core Beis Staff: Consumer/Comp Workstream Adm-courier Services,MK19 7BH,WGA ONLY
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",01/04/2021,Courier Services,Market Frameworks - Consumer And Competition Policy,Fcdo Services,388751,376.16,Eu Exit Core Beis Staff: Consumer/Comp Workstream Adm-courier Services,MK19 7BH,WGA ONLY
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",29/04/2021,Stationery,"Trade, Europe And Analysis - Trade And Investment Negotiations Goods","Personal Expense, Name Withheld",391607,26,Mf Devolved Admin-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",13/04/2021,Stationery,"Trade, Europe And Analysis - Trade And Investment Negotiations Goods","Personal Expense, Name Withheld",389937,204.2,Mf Devolved Admin-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",21/04/2021,Other Travel,"Trade, Europe And Analysis - Trade And Investment Negotiations Goods","Personal Expense, Name Withheld",390864,21.35,Eu Exit Core Beis Staff: Eu Exit Programme Adm-other Travel,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",13/04/2021,Consultancy Expenditure,"Trade, Europe And Analysis - Trade And Investment Negotiations Goods",Alexander Mann Solutions Ltd,384650,7560.72,Eu Exit Core Beis Staff: Eu Exit Programme Adm-consultancy Expenditure,EC2N 3AQ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",13/04/2021,Consultancy Expenditure,"Trade, Europe And Analysis - Trade And Investment Negotiations Goods",Alexander Mann Solutions Ltd,385916,3780.36,Eu Exit Core Beis Staff: Eu Exit Programme Adm-consultancy Expenditure,EC2N 3AQ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",13/04/2021,Consultancy Expenditure,"Trade, Europe And Analysis - Trade And Investment Negotiations Goods",Alexander Mann Solutions Ltd,387472,3780.36,Eu Exit Core Beis Staff: Eu Exit Programme Adm-consultancy Expenditure,EC2N 3AQ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",09/04/2021,Publications,"Trade, Europe And Analysis - Trade And Investment Negotiations Goods",Politico Sprl,388236,19631.69,Eu Exit Core Beis Staff: Eu Exit Programme Adm-publications,1040,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",13/04/2021,Consultancy Expenditure,"Trade, Europe And Analysis - Trade And Investment Negotiations Goods",Alexander Mann Solutions Ltd,389025,3780.36,Eu Exit Core Beis Staff: Eu Exit Programme Adm-consultancy Expenditure,EC2N 3AQ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",13/04/2021,Consultancy Expenditure,"Trade, Europe And Analysis - Trade And Investment Negotiations Goods",Alexander Mann Solutions Ltd,389807,3024.29,Eu Exit Core Beis Staff: Eu Exit Programme Adm-consultancy Expenditure,EC2N 3AQ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",19/04/2021,Stationery,"Trade, Europe And Analysis - Trade And Investment Negotiations Services","Personal Expense, Name Withheld",390401,81.99,Mf Devolved Admin-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",23/04/2021,Stationery,Scin - Subsidy Control - Scin - Subsidy Control,"Personal Expense, Name Withheld",391072,129,Mf Devolved Admin-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",08/04/2021,External Legal Advice And Service,Energy And Security - Nuclear Directorate - Ss,Simmons And Simmons Llp,389300,48939.93,Mf Devolved Admin-external Legal Advice And Service,EC2Y 9SS,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",13/04/2021,Other Professional Services,Energy And Security - Nuclear Directorate - Hsq,Energus Ltd,389829,2628,Mf Devolved Admin-other Professional Services,CA14 4JW,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",06/04/2021,Consultancy Expenditure,Market Frameworks - Insolvency Service,Aecom Ltd,388888,65312.38,Clean Growth-consultancy Expenditure,AL1 3ER,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",09/04/2021,Marketing And Media,Market Frameworks - Insolvency Service,Pricewaterhousecoopers Llp,388952,-24168.75,Clean Growth-marketing And Media,WC2N 6RH,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",09/04/2021,Marketing And Media,Market Frameworks - Insolvency Service,Pricewaterhousecoopers Llp,388952,48337.5,Clean Growth-marketing And Media,WC2N 6RH,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",09/04/2021,Marketing And Media,Market Frameworks - Insolvency Service,Pricewaterhousecoopers Llp,388953,19335,Clean Growth-marketing And Media,WC2N 6RH,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",09/04/2021,Marketing And Media,Market Frameworks - Insolvency Service,Pricewaterhousecoopers Llp,388954,-48337,Clean Growth-marketing And Media,WC2N 6RH,VENDOR
