Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code,Supplier Type
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",29/06/2021,Misc. Non Procurement Spend,"Corporate Services - Policy, Strategy And Private Office",The Stationery Office Ltd,397461,145,Mf Devolved Admin-misc. Non Procurement Spend,NR3 1QZ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",29/06/2021,Publications,"Corporate Services - Policy, Strategy And Private Office",The Stationery Office Ltd,397461,305,Mf Devolved Admin-publications,NR3 1QZ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",29/06/2021,Misc. Non Procurement Spend,"Corporate Services - Policy, Strategy And Private Office",The Stationery Office Ltd,397463,145,Mf Devolved Admin-misc. Non Procurement Spend,NR3 1QZ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",29/06/2021,Publications,"Corporate Services - Policy, Strategy And Private Office",The Stationery Office Ltd,397463,305,Mf Devolved Admin-publications,NR3 1QZ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",29/06/2021,Misc. Non Procurement Spend,"Corporate Services - Policy, Strategy And Private Office",The Stationery Office Ltd,397464,145,Mf Devolved Admin-misc. Non Procurement Spend,NR3 1QZ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",29/06/2021,Publications,"Corporate Services - Policy, Strategy And Private Office",The Stationery Office Ltd,397464,305,Mf Devolved Admin-publications,NR3 1QZ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",29/06/2021,Publications,"Corporate Services - Policy, Strategy And Private Office",The Stationery Office Ltd,397464,305,Mf Devolved Admin-publications,NR3 1QZ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",30/06/2021,Publications,"Corporate Services - Policy, Strategy And Private Office",The Stationery Office Ltd,397465,-116,Mf Devolved Admin-publications,NR3 1QZ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",30/06/2021,Misc. Non Procurement Spend,"Corporate Services - Policy, Strategy And Private Office",The Stationery Office Ltd,397465,145,Mf Devolved Admin-misc. Non Procurement Spend,NR3 1QZ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",30/06/2021,Publications,"Corporate Services - Policy, Strategy And Private Office",The Stationery Office Ltd,397465,174,Mf Devolved Admin-publications,NR3 1QZ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",29/06/2021,Misc. Non Procurement Spend,"Corporate Services - Policy, Strategy And Private Office",The Stationery Office Ltd,397466,145,Mf Devolved Admin-misc. Non Procurement Spend,NR3 1QZ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",30/06/2021,Publications,"Corporate Services - Policy, Strategy And Private Office",The Stationery Office Ltd,397467,-116,Mf Devolved Admin-publications,NR3 1QZ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",30/06/2021,Misc. Non Procurement Spend,"Corporate Services - Policy, Strategy And Private Office",The Stationery Office Ltd,397467,145,Mf Devolved Admin-misc. Non Procurement Spend,NR3 1QZ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",30/06/2021,Publications,"Corporate Services - Policy, Strategy And Private Office",The Stationery Office Ltd,397467,174,Mf Devolved Admin-publications,NR3 1QZ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",30/06/2021,Publications,"Corporate Services - Policy, Strategy And Private Office",The Stationery Office Ltd,397467,305,Mf Devolved Admin-publications,NR3 1QZ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",30/06/2021,Publications,"Corporate Services - Policy, Strategy And Private Office",The Stationery Office Ltd,397467,305,Mf Devolved Admin-publications,NR3 1QZ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",29/06/2021,Publications,"Corporate Services - Policy, Strategy And Private Office",The Stationery Office Ltd,397642,305,Mf Devolved Admin-publications,NR3 1PD,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",29/06/2021,Publications,"Corporate Services - Policy, Strategy And Private Office",The Stationery Office Ltd,397643,-116,Mf Devolved Admin-publications,NR3 1PD,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",29/06/2021,Misc. Non Procurement Spend,"Corporate Services - Policy, Strategy And Private Office",The Stationery Office Ltd,397643,145,Mf Devolved Admin-misc. Non Procurement Spend,NR3 1PD,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",29/06/2021,Publications,"Corporate Services - Policy, Strategy And Private Office",The Stationery Office Ltd,397643,174,Mf Devolved Admin-publications,NR3 1PD,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",29/06/2021,Publications,"Corporate Services - Policy, Strategy And Private Office",The Stationery Office Ltd,397644,-116,Mf Devolved Admin-publications,NR3 1PD,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",29/06/2021,Misc. Non Procurement Spend,"Corporate Services - Policy, Strategy And Private Office",The Stationery Office Ltd,397644,145,Mf Devolved Admin-misc. Non Procurement Spend,NR3 1PD,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",29/06/2021,Publications,"Corporate Services - Policy, Strategy And Private Office",The Stationery Office Ltd,397644,174,Mf Devolved Admin-publications,NR3 1PD,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",29/06/2021,Publications,"Corporate Services - Policy, Strategy And Private Office",The Stationery Office Ltd,397644,305,Mf Devolved Admin-publications,NR3 1PD,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",29/06/2021,Publications,"Corporate Services - Policy, Strategy And Private Office",The Stationery Office Ltd,397644,305,Mf Devolved Admin-publications,NR3 1PD,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",29/06/2021,Publications,"Corporate Services - Policy, Strategy And Private Office",The Stationery Office Ltd,397646,-204,Mf Devolved Admin-publications,NR3 1PD,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",29/06/2021,Misc. Non Procurement Spend,"Corporate Services - Policy, Strategy And Private Office",The Stationery Office Ltd,397646,255,Mf Devolved Admin-misc. Non Procurement Spend,NR3 1PD,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",29/06/2021,Publications,"Corporate Services - Policy, Strategy And Private Office",The Stationery Office Ltd,397646,305,Mf Devolved Admin-publications,NR3 1PD,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",29/06/2021,Publications,"Corporate Services - Policy, Strategy And Private Office",The Stationery Office Ltd,397646,305,Mf Devolved Admin-publications,NR3 1PD,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",29/06/2021,Publications,"Corporate Services - Policy, Strategy And Private Office",The Stationery Office Ltd,397646,306,Mf Devolved Admin-publications,NR3 1PD,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",29/06/2021,Publications,"Corporate Services - Policy, Strategy And Private Office",The Stationery Office Ltd,397647,-232,Mf Devolved Admin-publications,NR3 1PD,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",29/06/2021,Misc. Non Procurement Spend,"Corporate Services - Policy, Strategy And Private Office",The Stationery Office Ltd,397647,290,Mf Devolved Admin-misc. Non Procurement Spend,NR3 1PD,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",29/06/2021,Publications,"Corporate Services - Policy, Strategy And Private Office",The Stationery Office Ltd,397647,348,Mf Devolved Admin-publications,NR3 1PD,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",29/06/2021,Publications,"Corporate Services - Policy, Strategy And Private Office",The Stationery Office Ltd,397647,610,Mf Devolved Admin-publications,NR3 1PD,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",29/06/2021,Publications,"Corporate Services - Policy, Strategy And Private Office",The Stationery Office Ltd,397648,-248,Mf Devolved Admin-publications,NR3 1PD,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",29/06/2021,Publications,"Corporate Services - Policy, Strategy And Private Office",The Stationery Office Ltd,397648,305,Mf Devolved Admin-publications,NR3 1PD,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",29/06/2021,Misc. Non Procurement Spend,"Corporate Services - Policy, Strategy And Private Office",The Stationery Office Ltd,397648,310,Mf Devolved Admin-misc. Non Procurement Spend,NR3 1PD,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",29/06/2021,Publications,"Corporate Services - Policy, Strategy And Private Office",The Stationery Office Ltd,397648,372,Mf Devolved Admin-publications,NR3 1PD,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",30/06/2021,Misc. Non Procurement Spend,"Corporate Services - Policy, Strategy And Private Office",The Stationery Office Ltd,397650,55,Mf Devolved Admin-misc. Non Procurement Spend,NR3 1QZ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",30/06/2021,Misc. Non Procurement Spend,"Corporate Services - Policy, Strategy And Private Office",The Stationery Office Ltd,397650,145,Mf Devolved Admin-misc. Non Procurement Spend,NR3 1QZ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",30/06/2021,Publications,"Corporate Services - Policy, Strategy And Private Office",The Stationery Office Ltd,397650,305,Mf Devolved Admin-publications,NR3 1QZ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",29/06/2021,Publications,"Corporate Services - Policy, Strategy And Private Office",The Stationery Office Ltd,397655,-116,Mf Devolved Admin-publications,NR3 1PD,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",29/06/2021,Misc. Non Procurement Spend,"Corporate Services - Policy, Strategy And Private Office",The Stationery Office Ltd,397655,145,Mf Devolved Admin-misc. Non Procurement Spend,NR3 1PD,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",29/06/2021,Publications,"Corporate Services - Policy, Strategy And Private Office",The Stationery Office Ltd,397655,174,Mf Devolved Admin-publications,NR3 1PD,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",29/06/2021,Publications,"Corporate Services - Policy, Strategy And Private Office",The Stationery Office Ltd,397655,305,Mf Devolved Admin-publications,NR3 1PD,VENDOR
